District;Name;TypeObject;Longitude;Latitude;Рейтинг;Отзывы;Y;Norm Y
Тверской;LALTRO BOSCO;ресторан;37.6192289999999760;55.7628287593956390;4,2;25;32,86099325;41,39036352
Тверской;Sybarite;ресторан;37.6194899999999990;55.7732167624148540;4,3;173;41,96138566;60,95125701
Тверской;Бургер Хироус;ресторан;37.6195556079401000;55.7733241547174000;4,7;354;49,22999537;76,5748141
Тверской;RAMEN;ресторан;37.6195680000000010;55.7721507621049000;4,7;311;48,62132656;75,26650726
Тверской;ЦИРК;бар;37.6195680000000010;55.7721507621049000;4,6;83;41,51044965;59,98198989
Тверской;На кранах;бар;37.6195749309063530;55.7717606392603140;4,8;439;51,31041408;81,04658268
Тверской;BURO TSUM;ресторан;37.6195859999999770;55.7611907589198240;4,7;191;46,32998499;70,34136926
Тверской;Кулинария 24;магазин (отдел кулинарии);37.6196350000000090;55.7717207619798780;3,7;12;26,23328429;27,14439443
Тверской;Цветной 19;бар;37.6196350000000090;55.7717207619798780;4,7;139;44,83632736;67,13081784
Тверской;Starbucks;кафе;37.6196752527940250;55.7629573521617490;4,4;126;41,54238921;60,05064256
Тверской;Хинкальная;кафе;37.6197921997444000;55.7631790982778000;4,5;782;50,70161217;79,73798974
Тверской;La Duree;ресторан;37.6198502495413360;55.7557550144596310;4,8;185;47,16252485;72,13087711
Тверской;Дабл Би;кафе;37.6200649881273460;55.7711555020557770;4,3;42;35,87421116;47,86714298
Тверской;Майкл Коллинз;кафе;37.6200691336598960;55.7720405456179830;4,8;357;50,31794865;78,91332186
Тверской;J.Z. Peking Duck;ресторан;37.6201219999999950;55.7719857620569430;4,5;117;42,15304854;61,36322796
Тверской;Лепим и Варим;кафе;37.6201370000000000;55.7711267618071820;4,3;17;31,98504918;39,50756025
Тверской;Брикет Маркет;предприятие быстрого обслуживания;37.6201370000000000;55.7711267618071890;4,3;18;32,23083036;40,03585609
Тверской;Pizza Hut Пицца Хат;предприятие быстрого обслуживания;37.6201610000000030;55.7698977614499190;3,9;51;33,29428369;42,32170229
Тверской;KFC;предприятие быстрого обслуживания;37.6202329999999920;55.7698947614490380;4,3;128;40,66596193;58,16680066
Тверской;ПРАЙМ;кафе;37.6204089015075670;55.7701017076819600;4,1;32;33,09071496;41,88414025
Тверской;Валенок;ресторан;37.6204519044985300;55.7688553947766010;4,5;1268;52,87664844;84,41313461
Тверской;Тануки;бар;37.6204519044985300;55.7688553947766010;4,2;102;38,7666006;54,08420695
Тверской;СТАРАЯ БАШНЯ;ресторан;37.6205152482358760;55.7567983068176570;4,3;48;36,44839615;49,10132838
Тверской;Krispy Krem;кафе;37.6206284489113260;55.7721541884835760;4,2;60;36,53796194;49,29384612
Тверской;ЛАВАШ;ресторан;37.6206445834923000;55.7694081420101000;4,3;69;38,00888977;52,45554083
Тверской;ПИПЛ ЭНД ПАСТА;кафе;37.6206526588214130;55.7728655065951170;4,4;236;44,30360876;65,98576263
Тверской;BUBA by SYMOSUN;кафе;37.6206572465440980;55.7693185336729090;4,3;108;39,93539608;56,59648146
Тверской;Варка;кафе;37.6206572465440980;55.7693185336729090;4,5;111;41,91615174;60,8540287
Тверской;Пироги,вино и гусь;кафе;37.6206687987614640;55.7725100962713040;4,7;340;49,04034428;76,16716742
Тверской;Cofix;кафетерий;37.6207189999999940;55.7727547622805280;4,2;37;34,50757001;44,92960791
Тверской;OneDoubleCoffee;кафетерий;37.6207189999999940;55.7727547622805280;4,3;42;35,87421116;47,86714298
Тверской;Плюшки подружки;кафетерий;37.6207189999999940;55.7727547622805280;4,5;20;34,20406107;44,27722877
Тверской;Starbucks;кафе;37.6207192084372580;55.7732630908033970;4,2;103;38,80757653;54,17228292
Тверской;ПРАЙМ;кафе;37.6207192084372580;55.7732630908033970;4,3;56;37,11124407;50,52609085
Тверской;ШОКОЛАДНИЦА;кафе;37.6207193643913000;55.7707694278433000;4,2;170;40,91206822;58,6957953
Тверской;Петров и Васечка;бар;37.6207261176581720;55.7693006802460690;4,9;233;49,27542233;76,67245737
Тверской;Вьетнамская кухня Pho №1;кафе;37.6207261176581720;55.7693006802460690;4,8;46;40,4822956;57,77201794
Тверской;Циркуль;бар;37.6207261176581720;55.7693006802460690;4,3;4;25,76329755;26,13417859
Тверской;Блэк стар бургер;кафе;37.6207276452445000;55.7698952473140000;4,2;1073;48,6502125;75,32859632
Тверской;Падре Берлускони;ресторан;37.6207500000000010;55.7696707613839210;4,2;21;32,12870902;39,81635076
Тверской;Hookun Place;бар;37.6207509999999910;55.7695007613345130;4,8;21;36,71852459;49,6819576
Тверской;УЗБЕКИСТАН;ресторан;37.6207535886674000;55.7664389952584000;4,6;280;47,10381503;72,00468292
Тверской;Сицилиец;кафе;37.6207810000000010;55.7692657612661980;4,2;5;26,10135401;26,8608161
Тверской;Хинкальная;кафе;37.6208196795187000;55.7722099044639000;4,5;782;50,70161217;79,73798974
Тверской;Грабли;ресторан;37.6208338416253000;55.7699415339292000;4,4;360;46,16160656;69,97944722
Тверской;Dogs in the fog;бар;37.6208910000000000;55.7667857605454100;4,7;21;35,95355533;48,03768979
Тверской;Реберная № 1;ресторан;37.6209073603411850;55.7571308338018030;4,5;421;47,91511359;73,74853352
Тверской;ВАНИЛЬНОЕ НЕБО;кафе;37.6211139999999990;55.7568040000000020;4,2;91;38,28732471;53,05402449
Тверской;Вареничная №1;ресторан;37.6214260000000000;55.7566290000000000;4,4;846;49,921034;78,06017127
Тверской;БОСКО КАФЕ;кафе;37.6214486563444770;55.7546958032566240;4,3;233;43,24169715;63,70323029
Тверской;БОСКО БАР;бар;37.6214486563444770;55.7546958032566240;4,2;12;29,77832271;34,7642987
Тверской;КОФЕМАНИЯ;кафе;37.6215290000000020;55.7546607570236360;4,3;51;36,70908202;49,6616612
Тверской;МЕТРОПОЛЬ;ресторан;37.6216345972977210;55.7584370081971700;4,8;90;43,70390331;64,69672212
Тверской;CIDERELLA;кафе;37.6217349744591590;55.7567986384602610;4,3;96;39,42892902;55,50785279
Тверской;Il pizzaolo;ресторан;37.6217349744591590;55.7567986384602610;4,5;189;44,3111274;66,00192362
Тверской;Теремок;ресторан;37.6225752462698400;55.7569684394734400;4,2;156;40,55111001;57,9199315
Тверской;Хлеб насущный;кафе;37.6225752462698400;55.7569684394734400;4,3;131;40,76558029;58,38092594
Тверской;Руккола;кафе;37.6225752462698400;55.7569684394734400;4,3;415;45,72382944;69,03846455
Тверской;Surf;кафе;37.6225752462698400;55.7569684394734400;4,5;90;40,97240935;58,82549592
Тверской;Вареничная №1;кафе;37.6232893280697520;55.7554565361161420;4,4;149;42,28011256;61,63634649
Тверской;KFC;ресторан;37.6233279644331020;55.7580836982765080;4,2;1656;50,47278819;79,24614265
Тверской;Сабвэй;ресторан;37.6233279644331020;55.7580836982765080;4;43;33,46548121;42,68968382
Тверской;Wine and Crab;кафе;37.6239480000000060;55.7584077581115660;4,7;282;48,16126311;74,27762109
Тверской;Кафе Рогалик;кафе;37.6244308971860590;55.7579618196195810;4,2;72;37,30371248;50,93979324
Тверской;Макдоналдс;предприятие быстрого обслуживания;37.6244779999999960;55.7578667579544670;4,2;204;41,67781876;60,34174242
Тверской;Вокруг света;кафе;37.6244779999999960;55.7578667579544670;4,6;1008;52,99611072;84,66991352
Тверской;Дублинец;ресторан;37.6244780000000110;55.7578887579608560;4,8;253;48,66508644;75,36056719
Тверской;Омар Хаям;бар;37.6247570000000020;55.7572227577674790;4,8;96;44,01368821;65,36259115
Тверской;Bon App;ресторан;37.6248310792613980;55.7590952082183260;4,4;169;42,83430316;62,82755483
Тверской;МСК Московская сеть кальянных;бар;37.6248310792613980;55.7590952082183260;4,3;234;43,2601126;63,74281348
Тверской;Beamonde Lounge;кафе;37.6248360000000020;55.7590957583113680;4,6;169;44,78131694;67,01257537
Тверской;JAWSSPOT;бар;37.6248360000000020;55.7590957583113680;4,9;60;42,62762227;62,38330332
Тверской;Cofix;кафе;37.6249069999999860;55.7586297581760140;4,2;25;32,86099325;41,39036352
Тверской;Рыбы нет;ресторан;37.6255946863568200;55.7587803688397160;4,6;204;45,64713483;68,87361285
Тверской;FARШ;ресторан;37.6255946863568200;55.7587803688397160;4,5;810;50,85991995;80,07826536
Тверской;Кафе Кофемания;кафе;37.6261077374650200;55.7583546502838700;4,5;462;48,33330785;74,64742369
Тверской;Ресторан, бар «Мандарин»;ресторан;37.6261077374650200;55.7583546502838700;4,5;372;47,35828818;72,55166178
Тверской;Кофейня Просвет;кафе;37.6262249999999840;55.7532147566038820;4,3;46;36,2653898;48,70796429
Тверской;Барка;бар;37.6262249999999840;55.7532147566038820;4,6;83;41,51044965;59,98198989
Тверской;Восход;ресторан;37.6263289999999980;55.7507287558823630;4,7;530;51,1268218;80,65195916
Тверской;Кафе «Гастрономический центр Зарядье»;кафе;37.6263289999999980;55.7507287558823630;4,8;1595;57,50303617;94,35735167
Тверской;Ресторан Casa Agave;ресторан;37.6263482460330040;55.7572024441211200;4,3;516;46,66049089;71,05177717
Тверской;The Old School Pab;бар;37.6263482460330040;55.7572024441211200;4,7;471;50,57213292;79,45967978
Тверской;Мята Platinum;кафе;37.6264659999999940;55.7581907580485630;4,7;24;36,58115288;49,38668313
Тверской;Ткемали;кафе;37.6267109999999930;55.7580517580081860;4,5;222;45,03531406;67,558531
Тверской;ПОРТО МАЛЬТЕЗА;ресторан;37.6267489684396070;55.7536301250228380;4;25;31,29618404;38,02687492
Тверской;Высота 5642;ресторан;37.6271360000000000;55.7565887575833870;4,5;355;47,14779589;72,09921785
Тверской;Траппист;бар;37.6271360000000000;55.7565887575833870;4,9;598;53,89392861;86,59973361
Тверской;Контрразведка;ресторан;37.6271870000000130;55.7579147579684150;4,6;84;41,56554013;60,10040445
Тверской;Разведка;кафе;37.6272019369627340;55.7579651913193860;4,8;737;53,79723878;86,39190307
Тверской;Шоколадница;кафе;37.6279814076293770;55.7558553363473020;4,2;292;43,18408075;63,57938638
Тверской;Натахтари;ресторан;37.6283212860245800;55.7572329244500300;4,6;369;48,37344742;74,73370194
Тверской;Либерти;ресторан;37.6344148934090000;55.7535657311265000;4,5;354;47,13510195;72,07193277
Аэропорт;Максима пицца;ресторан;37.5131790000000080;55.8060617719793300;4,3;388;45,43455476;68,41668134
Аэропорт;Cofix;кафе;37.5131790000000080;55.8060617719793300;4;3;22,8151299;19,7972218
Аэропорт;Кренделькофф;кафе;37.5132755169419240;55.8060592279005970;4,9;72;43,52099789;64,30357497
Аэропорт;KFC;предприятие быстрого обслуживания;37.5148250000000020;55.8057447718868720;4,2;49;35,68736003;47,4655147
Аэропорт;Pho NONG Вьетнамская кухня;кафе;37.5148250000000020;55.8057447718868720;4,8;13;34,41657381;44,73401557
Аэропорт;Бургер Кинг;предприятие быстрого обслуживания;37.5149404733609090;55.8058314447055040;4,2;126;39,65409879;55,99184531
Аэропорт;Vместо Sushi;кафе;37.5151040779160000;55.8057684448072000;3,9;22;30,01522929;35,27351898
Аэропорт;Кофе Хауз;кафе;37.5165682858082620;55.8052032583400010;4;138;38,12969548;52,7152074
Аэропорт;Пекарня на Соколе;кафе;37.5168360000000050;55.8069327722333450;3,8;25;29,73137484;34,66338632
Аэропорт;Subway;кафе;37.5168378559714450;55.8063782128117580;4,3;167;41,80960519;60,62501158
Аэропорт;Французская выпечка;кафе;37.5168830000000000;55.8050867716950090;4,2;26;33,02572024;41,74443695
Аэропорт;Питерский Кот;бар;37.5168830000000000;55.8050867716950090;4,8;38;39,56523046;55,80082674
Аэропорт;Милти;кафе;37.5168830000000000;55.8050867716950090;3,8;6;24,30833269;23,00679557
Аэропорт;Coffee In;кафе;37.5171769999999900;55.8066707721569270;3,3;5;20,50820672;14,83859184
Аэропорт;Андерсон;кафе;37.5176789985672000;55.8065643447987000;4,3;601;47,31619002;72,46117363
Аэропорт;Хуан Хэ;ресторан;37.5188599999999890;55.8104737732662100;4,3;138;40,98942265;58,86206524
Аэропорт;Тайм Авеню;кафе;37.5190222752556370;55.8116809569526500;4,4;85;39,81041435;56,32783872
Аэропорт;Папа Джонс;кафе;37.5191823480857710;55.8080686504374770;4,1;119;38,47560408;53,45872273
Аэропорт;Академия;кафе;37.5198455227459890;55.8044851415550700;4,2;98;38,59857819;53,72305017
Аэропорт;Ичибан Боши;кафе;37.5198630000000000;55.8052450000000000;4,2;84;37,95114534;52,33142171
Аэропорт;Прайм стар;кафе;37.5198630000000000;55.8052450000000000;4,3;44;36,07424723;48,29711171
Аэропорт;Кулинарная лавка братьев Караваевых;кафе;37.5206390000000030;55.8059297719408320;4,7;253;47,65123047;73,18132835
Аэропорт;STOLESHNIKOV;кафе;37.5219360000000040;55.8055377718265220;4,4;26;34,59837359;45,1247862
Аэропорт;Cure bar;ресторан;37.5254384541652680;55.8028872874896040;4,5;188;44,28725467;65,95061023
Аэропорт;Черчилль паб;ресторан;37.5257580470878690;55.8028026080780820;4,6;368;48,36096437;74,70687018
Аэропорт;РИС;ресторан;37.5259930000000000;55.8057287718822150;3,7;28;29,36828638;33,88294362
Аэропорт;KFC;предприятие быстрого обслуживания;37.5279949999999900;55.8082217726093010;4,3;165;41,75779734;60,51365287
Аэропорт;ЧайханаХалаль;предприятие быстрого обслуживания;37.5292520000000140;55.8079137725194700;4,1;34;33,33927591;42,41841109
Аэропорт;Шаурма базара нет;предприятие быстрого обслуживания;37.5292520000000140;55.8079137725194700;4,1;25;32,07858864;39,70861922
Аэропорт;Кафе-бистро Вкуснота;кафе;37.5299527870201000;55.8084032938968000;4,3;137;40,95814978;58,79484559
Аэропорт;Хинкальная, Шашлыки;кафе;37.5299817920170540;55.8077608861010790;4,3;67;37,88241006;52,18367826
Аэропорт;Домино'с Пицца;ресторан;37.5300668583449520;55.8083508782933750;4,2;90;38,2409154;52,95426972
Аэропорт;Корчма Тарас Бульба;ресторан;37.5311640000000040;55.8020927708220850;4,5;549;49,10970882;76,31626347
Аэропорт;Теремок;кафе;37.5319231172726050;55.8018396837777290;4;13;28,68047817;32,40453012
Аэропорт;Иль Патио;ресторан;37.5319231172726050;55.8018396837777290;4,2;501;45,45146041;68,45301929
Аэропорт;Макдоналдс;предприятие быстрого обслуживания;37.5319810000000020;55.8018267707445260;4,3;200;42,58499648;62,29168106
Аэропорт;Шоколадница;кафе;37.5319810000000020;55.8018267707445260;4;113;37,33023202;50,99679582
Аэропорт;Джонджоли;кафе;37.5320270000000060;55.8021037708252760;4,4;102;40,6126292;58,05216428
Аэропорт;KFC;предприятие быстрого обслуживания;37.5320270000000060;55.8021037708252760;4,2;101;38,72522095;53,99526322
Аэропорт;CINNABON;кафе;37.5320270000000060;55.8021037708252760;4;5;24,85843239;24,18921071
Аэропорт;Cofix;кафе;37.5320270000000060;55.8021037708252760;4,1;10;28,32179664;31,63355994
Аэропорт;Штолле;кафе;37.5324736992688060;55.8010488819887910;4,3;77;38,48059511;53,46945073
Аэропорт;Holy Berry;кафе;37.5338410000000020;55.8008637704638200;4,4;9;29,93053696;35,09147653
Аэропорт;Кулинарная лавка братьев Караваевых;кафе;37.5340940000000240;55.8025327709503500;4,4;204;43,66247679;64,60767764
Аэропорт;Французская выпечка;кафе;37.5341075918305620;55.8006442780120650;4,4;122;41,40044142;59,74553202
Аэропорт;Coffee be Good;кафе;37.5342296363087870;55.8032579533731980;4,2;6;26,86710455;28,50676322
Аэропорт;ПРАВDА Кофе;предприятие быстрого обслуживания;37.5343679999999860;55.8032507711596750;4,5;42;37,54277912;51,45365647
Аэропорт;Kuzina;кафе;37.5344080000000060;55.8043137714696160;4,7;165;45,6422436;68,86309938
Аэропорт;COFFEE TEABAR;кафе;37.5352650000000100;55.7997617701426170;4,3;9;29,25029748;33,62933168
Аэропорт;Crema espresso bar;кафе;37.5352948170786650;55.7997502800995520;4,3;63;37,61771112;51,61471952
Аэропорт;Французская выпечка;кафе;37.5353469955150130;55.8041468108253510;4,4;57;38,0521744;52,54857923
Аэропорт;Кофе-Бин;кафе;37.5376990066557000;55.7985985819297000;4,3;221;43,01433142;63,21451764
Аэропорт;Кофейня Коза Ностра;кафе;37.5383160000000020;55.8088587727950910;4,7;79;42,18070478;61,42267383
Аэропорт;Кафе HookahPlace Aeroport;кафе;37.5383160000000020;55.8088587727950910;4,8;59;41,67699662;60,33997529
Аэропорт;ХЛЕБ&МЯСО;предприятие быстрого обслуживания;37.5395949999999910;55.8055177718206890;4,4;73;39,14077036;54,88846841
Аэропорт;Суши Мастер;кафе;37.5395949999999910;55.8055177718206890;4,1;39;33,90180051;43,62753299
Аэропорт;EAT STREET;кафе;37.5395949999999910;55.8055177718206890;4,6;22;35,40257814;46,85338854
Аэропорт;Му-Му;бар;37.5395949999999910;55.8055177718206890;4,3;125;40,56398087;57,94759684
Аэропорт;Сатва вегетарианский ресторан;ресторан;37.5409410000000110;55.7972987694248420;4,4;120;41,32771249;59,58920439
Аэропорт;ELEMENT COFFEE;кафе;37.5415919999999870;55.8061277719985680;4,2;7;27,51453741;29,89839169
Аэропорт;FISH Кафе Sea-Тория, Паста&Пицца;кафе;37.5428488479628000;55.7963973078446000;4,3;119;40,35246282;57,49294809
Аэропорт;Золотая Бухара;ресторан;37.5432554555945470;55.7962359739738220;4,4;167;42,78192159;62,71496294
Аэропорт;ТРАТОРИЯ ITALIANA, Casa di Flavio;кафе;37.5439700000000090;55.7960817690702270;4,3;6;27,50679752;29,88175514
Аэропорт;Пекарня «LaPoste»;кафе;37.5442269999999990;55.7962777691273150;4,7;21;35,95355533;48,03768979
Аэропорт;Чайхана Нур;кафе;37.5450000000000020;55.7991227699563690;4,7;27;37,13473314;50,57657959
Аэропорт;Кеклик;кафе;37.5450000000000020;55.7991227699563690;5;28;39,68687348;56,06229306
Аэропорт;ШаурмаTHEPLOV;кафе;37.5451709999999960;55.8067247721726790;3,8;14;27,52806456;29,92746771
Аэропорт;Любить кофе пить;кафе;37.5451930000000190;55.8055537718311780;4,7;15;34,37213582;44,63849806
Аэропорт;Французский Тако;кафе;37.5454859999999970;55.8062937720469710;4,2;2;22,25293294;18,58880415
Аэропорт;CRABETERIA;кафе;37.5454859999999970;55.8062937720469710;4,1;8;27,40690808;29,66704719
Аэропорт;Позитано;кафе;37.5466709999999820;55.7947887686934860;4,3;77;38,48059511;53,46945073
Аэропорт;НУШ ДОНЕР;предприятие быстрого обслуживания;37.5488850000000130;55.8055107718186460;4;5;24,85843239;24,18921071
Аэропорт;TOP Koffe;кафе;37.5488850000000130;55.8055107718186460;4,2;24;32,68954087;41,02183417
Аэропорт;Глобус;бар;37.5502260000000000;55.8036110000000000;3,5;82;31,54161302;38,55441371
Аэропорт;Милти;кафе;37.5505280000000070;55.8036337712713430;4;8;26,73844691;28,23021928
Аэропорт;Карамзин;ресторан;37.5521166143274880;55.7935020228950120;4;8;26,73844691;28,23021928
Аэропорт;Баффет;кафе;37.5548500000000020;55.8008777704679060;4,2;15;30,71552563;36,77877517
Аэропорт;PHO STREET ВЬЕТНАМСКАЯ УЛИЧНАЯ ЕДА;кафе;37.5548500000000020;55.8008777704679060;4,1;11;28,71256838;32,47350661
Аэропорт;Милти;кафе;37.5548500000000020;55.8008777704679060;4,3;7;28,16964544;31,30651761
Аэропорт;ПРАВDА Кофе;кафе;37.5548500000000020;55.8008777704679060;4,3;10;29,7033477;34,60314321
Аэропорт;KFC;предприятие быстрого обслуживания;37.5589180000000130;55.7907867675277980;4,2;47;35,51233471;47,08930546
Аэропорт;Бургер Кинг;предприятие быстрого обслуживания;37.5589180000000130;55.7907867675277980;4,1;14;29,70133281;34,5988123
Аэропорт;Милти;предприятие быстрого обслуживания;37.5589180000000130;55.7907867675277980;4,1;2;21,7231012;17,44995412
Аэропорт;Дагестанская лавка;ресторан;37.5589390000000090;55.7910617676078930;4,3;22;33,09371435;41,8905873
Аэропорт;SERBIЯ;ресторан;37.5589390000000090;55.7910617676078930;4,5;61;39,22219823;55,06349403
Аэропорт;BURGER HEROES;кафе;37.5589390000000090;55.7910617676078930;4,4;82;39,65231351;55,98800792
Аэропорт;Барбекю;ресторан;37.5589390000000090;55.7910617676078930;3,7;12;26,23328429;27,14439443
Аэропорт;Мастер Гурмэ;кафе;37.5596460069107960;55.7932033787302190;3,5;16;25,82215618;26,26069262
Аэропорт;HERITAGE;ресторан;37.5600809009120060;55.7906546500456740;4,2;12;29,77832271;34,7642987
Аэропорт;Чин Чин;кафе;37.5602081037066000;55.7957097611210000;4,3;182;42,17946055;61,41999942
Аэропорт;ЕВРО ДОНЕР;предприятие быстрого обслуживания;37.5603280000000050;55.7957467689726130;3,8;8;25,40152457;25,35656346
Аэропорт;Бар Лес;бар;37.5603280000000050;55.7957467689726130;5;156;48,27513097;74,52237504
Аэропорт;Пекарня Хлебница;кафе;37.5604780000000100;55.7960127690500940;4,3;26;33,81204691;43,43461157
Аэропорт;СушиСтор;бар;37.5605302766402570;55.7958962613999180;4,3;29;34,28160387;44,44390361
Аэропорт;FAN FOOD, HAMSTER;ресторан;37.5607039999999940;55.7894267671317440;4,3;26;33,81204691;43,43461157
Аэропорт;Кофейня KofeINCafe;кафе;37.5637460000000090;55.7930837681968160;4;25;31,29618404;38,02687492
Аэропорт;Promenade Lounge;бар;37.5663440000000010;55.7871827664783670;4,4;8;29,4122916;33,97753092
Аэропорт;Ориентал;бар;37.5665350000000090;55.7875047665721200;4,6;67;40,5253689;57,86460212
Аэропорт;Кухня Кипра;кафе;37.5666790000000010;55.7911737676405010;3,7;12;26,23328429;27,14439443
Аэропорт;Теремок;кафе;37.5666790000000010;55.7911737676405010;3,8;15;27,79023747;30,49099686
Аэропорт;Макдоналдс;предприятие быстрого обслуживания;37.5666790000000010;55.7911737676405010;4,3;190;42,36443531;61,81759453
Аэропорт;Шоколадница;кафе;37.5666790000000010;55.7911737676405010;3,9;66;34,29981722;44,48305241
Аэропорт;Hello Papaya;кафе;37.5675049999999900;55.7885067668638470;4,1;30;32,82610703;41,31537713
Аэропорт;ЛАРИОНОВ ГРИЛЬ;кафе;37.5675069999999780;55.7879077666894430;4,4;133;41,78028498;60,56198907
Аэропорт;Даблби;кафе;37.5680199999999970;55.7883267668114440;3,9;13;27,96346622;30,86334444
Щукино;Сестры;ресторан;37.4995633588858000;55.7907729398205000;3,7;40;30,68798367;36,71957494
Щукино;ЛУКУМ;кафе;37.4943827221794380;55.7935946617290240;4,1;7;26,85942937;28,49026576
Щукино;Хинкальная;кафе;37.4917097933397440;55.7947612698619220;4,2;12;29,77832271;34,7642987
Щукино;Примавера;ресторан;37.4903794752185000;55.7947296845020000;4,5;476;48,46764618;74,93617804
Щукино;БУЛОЧНАЯ № 5;кафетерий;37.4870132366049660;55.7973707444167460;4,3;41;35,77059169;47,64441748
Щукино;СТАРЫЙ БАТУМЪ;кафе;37.4616691099235000;55.8060307318284000;4,3;189;42,34174396;61,76882048
Щукино;СУШИ-СЕТ;закусочная;37.4620687381545070;55.8058795328830680;3,4;41;28,28372366;31,55172373
Щукино;Макдоналдс;предприятие быстрого обслуживания;37.4628707395619000;55.8085751256853000;4,3;272;43,90718068;65,1336579
Щукино;ИНТЕРПАБ;кафе;37.4950357900685000;55.7940059197824000;4,4;196;43,48645332;64,22932292
Щукино;ТАМАДА;ресторан;37.4951216207571000;55.7940300454896000;4,2;76;37,53079481;51,42789673
Щукино;Шоколадница;кафе;37.4946861125473000;55.7947707902281000;4,2;192;41,42319534;59,79444059
Щукино;Додо пицца;ресторан;37.4944121830974170;55.7946267887860540;4,2;146;40,27286259;57,3218509
Щукино;ROTONDA;ресторан;37.4483770000000080;55.8083727726533430;4,4;76;39,31797552;55,2693631
Щукино;Enjoylife;ресторан;37.4549078005041030;55.8092494639285730;4,6;57;39,78181869;56,26637361
Щукино;CAFE DE ARTS;ресторан;37.4871900021128330;55.7926141050969020;4,3;86;38,95592517;54,4911518
Щукино;Д'КАФЕ;кафе;37.4831696973865000;55.8099135789203000;4,1;52;35,08129701;46,16280887
Щукино;ЗАГОРОДНЫЙ;ресторан;37.4767538534234000;55.8098532892240000;4,2;184;41,24444496;59,4102245
Щукино;Домино'с Пицца;ресторан;37.4815567208434080;55.8001713003851660;4,1;79;36,79593396;49,84834562
Щукино;Шашлычная;предприятие быстрого обслуживания;37,48155672;55,8001713;5;98;45,95068832;69,52608775
Щукино;БОКАС ДЕЛЬ ТОРО;ресторан;37.4847148740856000;55.7999284585021000;4,6;189;45,29581912;68,11847519
Щукино;У МАНГАЛА;кафе;37.5002070890499000;55.7896147911656000;4,4;162;42,64817269;62,42747556
Щукино;Ривер Клаб Москов;ресторан;37.4497475521353420;55.8065719473661870;4,5;100;41,44653167;59,84460101
Щукино;Бургер Кинг;предприятие быстрого обслуживания;37.4829122053219000;55.7997956609435000;4,1;51;35,00168286;45,99168175
Щукино;МАКДОНАЛДС;предприятие быстрого обслуживания;37.4832984434193000;55.7997715388082000;4,2;119;39,41403345;55,47583541
Щукино;Starbucks;кафе;37.4827263148855000;55.7996731147451000;4,2;88;38,1465294;52,75139117
Щукино;ТЕРЕМОК;предприятие быстрого обслуживания;37.4829969893982740;55.7997721685114030;4,2;22;32,32409309;40,23632022
Щукино;Чайхона FORYOU;кафе;37.4646206727175580;55.8094880807820600;4,3;193;42,43179961;61,96239113
Щукино;ТЕРЕМОК;предприятие быстрого обслуживания;37.4646206727175580;55.8094880807820600;4,1;11;28,71256838;32,47350661
Щукино;Starbucks;кафе;37.4646206727175580;55.8094880807820600;4;60;34,79805899;45,5540012
Щукино;КОФЕЙНЯ «ШОКОЛАДНИЦА»;кафе;37.4645873533312000;55.8094674319558000;4,1;47;34,66680293;45,27187206
Щукино;Итальянцы Остерия;ресторан;37.4830463488724850;55.7913564057954760;4,4;179;43,08724636;63,37124512
Щукино;Кафетерий № 1;кафе;37.4794003253592510;55.8135414719603920;4,1;23;31,73672405;38,97379629
Щукино;SeDelice;кафе;37.4917097933397440;55.7947612698619220;4,1;9;27,88981853;30,70504197
Щукино;Три правила;предприятие быстрого обслуживания;37.4646206727175580;55.8094880807820600;4,2;33;34,02704654;43,89674382
Щукино;SUBWAY;предприятие быстрого обслуживания;37.4913758845114060;55.7910115527612120;4,2;36;34,39249432;44,68225777
Щукино;Бургер Кинг;предприятие быстрого обслуживания;37.4924933542651640;55.7933838475804930;4,3;223;43,05307042;63,29778542
Щукино;Грузинская пекарня;магазин (отдел кулинарии);37.4903249999999990;55.7938027684062520;4,7;36;38,48683888;53,48287144
Щукино;Вкус Востока;кафе;37.4650560000000180;55.7967217692567060;4,3;83;38,80324641;54,16297552
Щукино;Ibis kitchen;ресторан;37.4959780000000080;55.7985427697873390;4,3;94;39,33839936;55,31326326
Щукино;Теремок;предприятие быстрого обслуживания;37.4936699999999800;55.7929857681682650;4,5;121;42,30432329;61,68838639
Щукино;True Cost;ресторан;37.4951259999999990;55.7939937684618950;4,4;382;46,4225995;70,54044008
Щукино;Суши Make;предприятие быстрого обслуживания;37.4644879999999820;55.8094567729695260;2,8;12;19,85221514;13,42856676
Щукино;QuanViet;предприятие быстрого обслуживания;37.4644879999999820;55.8094567729695260;4;11;28,01226184;30,96822847
Щукино;Плов Базар;предприятие быстрого обслуживания;37.4644879999999820;55.8094567729695260;4,3;9;29,25029748;33,62933168
Щукино;Бургер Кинг;предприятие быстрого обслуживания;37.4644879999999820;55.8094567729695260;4,2;46;35,42200865;46,89515356
Щукино;Крошка Картошка;предприятие быстрого обслуживания;37.4642869459216000;55.8095277232498000;3,4;4;20,37097946;14,54362787
Щукино;Баскин Роббинс;предприятие быстрого обслуживания;37.4646206727175580;55.8094880807820600;3,7;6;23,66863972;21,63180366
Щукино;МАКДОНАЛДС;предприятие быстрого обслуживания;37.4644879999999820;55.8094567729695260;4,3;93;39,29240962;55,21441033
