id;address;population;Longitude;Latitude
9335338;г. Москва, пер. Воротниковский, д. 7, стр. 3;244;37.60015;55.76984
7934074;г. Москва, пер. Воротниковский, д. 7, к. 3;244;37.60015;55.76984
9335339;г. Москва, пер. Воротниковский, д. 7, стр. 4;244;37.60107;55.76997
7934098;г. Москва, пер. Воротниковский, д. 7, к. 4;244;37.60107;55.76997
9335340;г. Москва, пер. Воротниковский, д. 7, стр. 5;244;37.60148;55.77
7725006;г. Москва, пер. Воротниковский, д. 8, стр. 1;21;37.60201;55.77028
7724943;г. Москва, пер. Воротниковский, д. 10, стр. 3;29;37.60256;55.77078
7724952;г. Москва, пер. Воротниковский, д. 11, стр. 1;68;37.60129;55.77042
7724955;г. Москва, пер. Воротниковский, д. 11, стр. 2;34;37.60092;55.77022
7795709;г. Москва, ул. Воротынская, д. 2, к. 1;224;37.40229;55.88791
7795721;г. Москва, ул. Воротынская, д. 3;421;37.40217;55.88661
7782382;г. Москва, ул. Воротынская, д. 4, к. 1;125;37.40127;55.88821
7795736;г. Москва, ул. Воротынская, д. 5;96;37.40049;55.88714
7818012;г. Москва, ул. Воротынская, д. 6, к. 1;55;37.40027;55.88844
7813693;г. Москва, ул. Воротынская, д. 7;68;37.39864;55.88795
7813706;г. Москва, ул. Воротынская, д. 7, к. 1;16;37.39745;55.88742
7813717;г. Москва, ул. Воротынская, д. 7, к. 2;16;37.39819;55.8875
7813722;г. Москва, ул. Воротынская, д. 7, к. 3;16;37.39865;55.88747
7813734;г. Москва, ул. Воротынская, д. 7, к. 4;10;37.39837;55.88708
7813749;г. Москва, ул. Воротынская, д. 7, к. 5;21;37.39736;55.88717
7782419;г. Москва, ул. Воротынская, д. 8, к. 1;247;37.39851;55.88877
7813756;г. Москва, ул. Воротынская, д. 9;47;37.3967;55.88818
7813770;г. Москва, ул. Воротынская, д. 9, к. 1;16;37.39547;55.88777
7813796;г. Москва, ул. Воротынская, д. 9, к. 2;16;37.39628;55.88766
7813808;г. Москва, ул. Воротынская, д. 9, к. 3;16;37.39676;55.88762
7813824;г. Москва, ул. Воротынская, д. 9, к. 4;16;37.3965;55.88735
7813882;г. Москва, ул. Воротынская, д. 9, к. 5;10;37.39551;55.88752
7782436;г. Москва, ул. Воротынская, д. 10;229;37.39655;55.88892
7782446;г. Москва, ул. Воротынская, д. 10, к. 1;91;37.39786;55.88952
7813893;г. Москва, ул. Воротынская, д. 11;57;37.3947;55.88841
7813901;г. Москва, ул. Воротынская, д. 11, к. 1;10;37.39435;55.88801
7813912;г. Москва, ул. Воротынская, д. 11, к. 2;10;37.3948;55.88796
7813921;г. Москва, ул. Воротынская, д. 11, к. 3;10;37.3946;55.88768
9348703;г. Москва, ул. Воротынская, д. 12;299;37.39467;55.88914
7782460;г. Москва, ул. Воротынская, д. 12, к. 1;114;37.3954;55.89022
7817425;г. Москва, ул. Воротынская, д. 13/2;34;37.39243;55.88863
7782471;г. Москва, ул. Воротынская, д. 14;346;37.39309;55.88994
7817417;г. Москва, ул. Воротынская, д. 15;39;37.39058;55.88881
7919973;г. Москва, ул. Воротынская, д. 16;281;37.39052;55.88963
7919975;г. Москва, ул. Воротынская, д. 16, к. 1;114;37.39016;55.89043
8730061;г. Москва, п. Воскресенское, п. Воскресенское, д. 1;244;37.44659;55.52573
8915554;г. Москва, п. Воскресенское, п. Воскресенское, д. 1;62;37.44659;55.52573
7761620;г. Москва, п. Воскресенское, п. Воскресенское, д. 1а;208;37.44105;55.5223
8915562;г. Москва, п. Воскресенское, п. Воскресенское, д. 2;62;37.4461;55.52547
8730075;г. Москва, п. Воскресенское, п. Воскресенское, д. 2;244;37.4461;55.52547
8730093;г. Москва, п. Воскресенское, п. Воскресенское, д. 3;62;37.44537;55.52541
7771237;г. Москва, п. Воскресенское, п. Воскресенское, д. 4;62;37.44468;55.52551
7964234;г. Москва, п. Воскресенское, п. Воскресенское, д. 4а;499;37.44233;55.52561
9136322;г. Москва, п. Воскресенское, п. Воскресенское, д. 5;270;37.44375;55.52532
7771370;г. Москва, п. Воскресенское, п. Воскресенское, д. 6;156;37.44309;55.52491
8730107;г. Москва, п. Воскресенское, п. Воскресенское, д. 7;62;37.44434;55.52597
7771386;г. Москва, п. Воскресенское, п. Воскресенское, д. 8;62;37.44577;55.52636
7774297;г. Москва, п. Воскресенское, п. Воскресенское, д. 9;62;37.44641;55.52632
7774305;г. Москва, п. Воскресенское, п. Воскресенское, д. 9а;62;37.44352;55.5259
8730118;г. Москва, п. Воскресенское, п. Воскресенское, д. 10;208;37.44107;55.52646
8730139;г. Москва, п. Воскресенское, п. Воскресенское, д. 11;208;37.441;55.5272
7774313;г. Москва, п. Воскресенское, п. Воскресенское, д. 12;208;37.4403;55.52705
7774320;г. Москва, п. Воскресенское, п. Воскресенское, д. 12а;244;37.44472;55.52331
7774327;г. Москва, п. Воскресенское, п. Воскресенское, д. 12б;244;37.44477;55.52484
7774334;г. Москва, п. Воскресенское, п. Воскресенское, д. 13;208;37.44176;55.52747
7774340;г. Москва, п. Воскресенское, п. Воскресенское, д. 13а;62;37.44511;55.52588
7774344;г. Москва, п. Воскресенское, п. Воскресенское, д. 14;31;37.44517;55.52642
8281753;г. Москва, п. Воскресенское, п. Воскресенское, д. 15;57;37.44634;55.52667
8281759;г. Москва, п. Воскресенское, п. Воскресенское, д. 15а;146;37.44545;55.52674
7774346;г. Москва, п. Воскресенское, п. Воскресенское, д. 16;47;37.44364;55.52625
7774350;г. Москва, п. Воскресенское, п. Воскресенское, д. 18;21;37.44174;55.52608
7774357;г. Москва, п. Воскресенское, п. Воскресенское, д. 19;31;37.44172;55.52639
7774361;г. Москва, п. Воскресенское, п. Воскресенское, д. 20;31;37.44165;55.52677
8730156;г. Москва, п. Воскресенское, п. Воскресенское, д. 21;156;37.44411;55.52698
7774364;г. Москва, п. Воскресенское, п. Воскресенское, д. 22;156;37.44532;55.52729
8730172;г. Москва, п. Воскресенское, п. Воскресенское, д. 23;156;37.4454;55.52767
8730186;г. Москва, п. Воскресенское, п. Воскресенское, д. 24;255;37.44509;55.52402
7774369;г. Москва, п. Воскресенское, п. Воскресенское, д. 25;208;37.44564;55.5247
7774374;г. Москва, п. Воскресенское, п. Воскресенское, д. 26;255;37.44452;55.53078
7774378;г. Москва, п. Воскресенское, п. Воскресенское, д. 27;325;37.44306;55.52995
7774381;г. Москва, п. Воскресенское, п. Воскресенское, д. 28;140;37.44436;55.52957
8086881;г. Москва, п. Воскресенское, п. Воскресенское, д. 29;140;37.44535;55.52966
7774070;г. Москва, п. Воскресенское, п. Воскресенское, д. 30;309;37.44725;55.53016
8730198;г. Москва, п. Воскресенское, п. Воскресенское, д. 31;286;37.44691;55.53083
8730201;г. Москва, п. Воскресенское, п. Воскресенское, д. 32;281;37.44619;55.53276
8730208;г. Москва, п. Воскресенское, п. Воскресенское, д. 33;445;37.44662;55.53371
8730211;г. Москва, п. Воскресенское, п. Воскресенское, д. 34;270;37.44763;55.53307
8730217;г. Москва, п. Воскресенское, п. Воскресенское, д. 35;174;37.44607;55.53067
8730223;г. Москва, п. Воскресенское, п. Воскресенское, д. 36;393;37.44784;55.53085
8730227;г. Москва, п. Воскресенское, п. Воскресенское, д. 38;281;37.44153;55.53109
8730231;г. Москва, п. Воскресенское, п. Воскресенское, д. 39;575;37.44673;55.53164
9020046;г. Москва, п. Воскресенское, п. Воскресенское, ул. Юрьев Сад, д. 1;244;37.45629;55.52843
9020083;г. Москва, п. Воскресенское, п. Воскресенское, ул. Юрьев Сад, д. 2;244;37.45756;55.52826
9020095;г. Москва, п. Воскресенское, п. Воскресенское, ул. Юрьев Сад, д. 3;244;37.45854;55.52794
9020099;г. Москва, п. Воскресенское, п. Воскресенское, ул. Юрьев Сад, д. 4;244;37.45637;55.52812
9020103;г. Москва, п. Воскресенское, п. Воскресенское, ул. Юрьев Сад, д. 5;244;37.45745;55.52793
9023593;г. Москва, п. Воскресенское, п. Воскресенское, ул. Юрьев Сад, д. 6;244;37.45835;55.52766
9023621;г. Москва, п. Воскресенское, п. Воскресенское, ул. Юрьев Сад, д. 7;244;37.45643;55.52776
9023635;г. Москва, п. Воскресенское, п. Воскресенское, ул. Юрьев Сад, д. 8;244;37.45657;55.52746
9023647;г. Москва, п. Воскресенское, п. Воскресенское, ул. Юрьев Сад, д. 9;244;37.45558;55.52759
8730234;г. Москва, п. Воскресенское, д. Ямонтово, д. 1;62;37.44947;55.53418
7871282;г. Москва, ул. Восточная, д. 1, к. 1;78;37.66237;55.71688
7871737;г. Москва, ул. Восточная, д. 2, к. 1;218;37.66037;55.71629
7871878;г. Москва, ул. Восточная, д. 2, к. 2;286;37.66035;55.71703
7871884;г. Москва, ул. Восточная, д. 2, к. 3;226;37.65975;55.71752
7871913;г. Москва, ул. Восточная, д. 2, к. 4;296;37.65917;55.71632
7871921;г. Москва, ул. Восточная, д. 2, к. 5;411;37.65878;55.71716
7871938;г. Москва, ул. Восточная, д. 5;156;37.66089;55.71507
7871952;г. Москва, ул. Восточная, д. 7;104;37.6601;55.71475
7871971;г. Москва, ул. Восточная, д. 9;125;37.65998;55.71387
7871320;г. Москва, ул. Восточная, д. 11, к. 1;270;37.65935;55.71283
7871334;г. Москва, ул. Восточная, д. 13;270;37.65901;55.71218
7871374;г. Москва, ул. Восточная, д. 15/6;270;37.65873;55.71148
7599469;г. Москва, п. Восточный, ул. 9 Мая, д. 1;62;37.86174;55.81669
7599512;г. Москва, п. Восточный, ул. 9 Мая, д. 4;21;37.86266;55.81588
7599522;г. Москва, п. Восточный, ул. 9 Мая, д. 5;47;37.86437;55.81702
7599528;г. Москва, п. Восточный, ул. 9 Мая, д. 6;21;37.86334;55.81606
7599536;г. Москва, п. Восточный, ул. 9 Мая, д. 7;47;37.86544;55.81716
7599546;г. Москва, п. Восточный, ул. 9 Мая, д. 7А;83;37.86481;55.81742
7599556;г. Москва, п. Восточный, ул. 9 Мая, д. 9;83;37.86632;55.81734
7599693;г. Москва, п. Восточный, ул. 9 Мая, д. 11;60;37.86704;55.81766
7599698;г. Москва, п. Восточный, ул. 9 Мая, д. 12;62;37.86606;55.81679
7599832;г. Москва, п. Восточный, ул. 9 Мая, д. 14;62;37.86726;55.8171
7599704;г. Москва, п. Восточный, ул. 9 Мая, д. 14А;166;37.86793;55.81659
7599713;г. Москва, п. Восточный, ул. 9 Мая, д. 15;125;37.86915;55.81816
7599720;г. Москва, п. Восточный, ул. 9 Мая, д. 16А;125;37.86996;55.81675
7599724;г. Москва, п. Восточный, ул. 9 Мая, д. 17;125;37.87004;55.8184
7599728;г. Москва, п. Восточный, ул. 9 Мая, д. 18;125;37.86969;55.81747
7599735;г. Москва, п. Восточный, ул. 9 Мая, д. 18А;125;37.8707;55.81695
7599742;г. Москва, п. Восточный, ул. 9 Мая, д. 19;125;37.87099;55.81865
7599744;г. Москва, п. Восточный, ул. 9 Мая, д. 20;125;37.87049;55.81767
7599748;г. Москва, п. Восточный, ул. 9 Мая, д. 20А;125;37.87155;55.81717
7599755;г. Москва, п. Восточный, ул. 9 Мая, д. 21;125;37.87194;55.81889
7599767;г. Москва, п. Восточный, ул. 9 Мая, д. 22;125;37.87168;55.81797
7599772;г. Москва, п. Восточный, ул. 9 Мая, д. 22А;125;37.87245;55.8174
7599779;г. Москва, п. Восточный, ул. 9 Мая, д. 23;528;37.87344;55.81931
7599785;г. Москва, п. Восточный, ул. 9 Мая, д. 24;125;37.87251;55.81818
7599790;г. Москва, п. Восточный, ул. 9 Мая, д. 24А;125;37.8732;55.81758
7599796;г. Москва, п. Восточный, ул. 9 Мая, д. 26;528;37.8737;55.81839
7599802;г. Москва, п. Восточный, ул. 9 Мая, д. 28;499;37.87528;55.81756
7575955;г. Москва, п. Восточный, ул. Главная, д. 1;62;37.86086;55.81798
7575969;г. Москва, п. Восточный, ул. Главная, д. 2;62;37.86131;55.81736
7575971;г. Москва, п. Восточный, ул. Главная, д. 3;47;37.86206;55.81832
7575976;г. Москва, п. Восточный, ул. Главная, д. 4;47;37.86258;55.81769
7575980;г. Москва, п. Восточный, ул. Главная, д. 5;62;37.86301;55.81852
7575982;г. Москва, п. Восточный, ул. Главная, д. 6;62;37.86379;55.81779
7575987;г. Москва, п. Восточный, ул. Главная, д. 7;70;37.86379;55.81879
7575991;г. Москва, п. Восточный, ул. Главная, д. 8;62;37.86442;55.81795
7576005;г. Москва, п. Восточный, ул. Главная, д. 9;62;37.8648;55.81898
7576008;г. Москва, п. Восточный, ул. Главная, д. 10;125;37.86531;55.81831
7576012;г. Москва, п. Восточный, ул. Главная, д. 11;70;37.86567;55.81933
7576013;г. Москва, п. Восточный, ул. Главная, д. 12;70;37.86636;55.8185
7576018;г. Москва, п. Восточный, ул. Главная, д. 15;208;37.86741;55.81989
7576022;г. Москва, п. Восточный, ул. Главная, д. 15А;125;37.86668;55.82062
7576025;г. Москва, п. Восточный, ул. Главная, д. 16;125;37.8684;55.81869
7576028;г. Москва, п. Восточный, ул. Главная, д. 17;208;37.86809;55.82007
7576031;г. Москва, п. Восточный, ул. Главная, д. 18;125;37.86863;55.81923
7576045;г. Москва, п. Восточный, ул. Главная, д. 19;208;37.86924;55.82016
7576071;г. Москва, п. Восточный, ул. Главная, д. 19А;556;37.86849;55.82108
7576072;г. Москва, п. Восточный, ул. Главная, д. 20;125;37.86991;55.81933
7576083;г. Москва, п. Восточный, ул. Главная, д. 21;208;37.8701;55.82057
7576087;г. Москва, п. Восточный, ул. Главная, д. 22;125;37.87084;55.81975
7576093;г. Москва, п. Восточный, ул. Главная, д. 23;374;37.87151;55.82185
7576096;г. Москва, п. Восточный, ул. Главная, д. 24;125;37.87162;55.8195
7576100;г. Москва, п. Восточный, ул. Главная, д. 25;374;37.87192;55.82135
7576103;г. Москва, п. Восточный, ул. Главная, д. 27;372;37.87209;55.82083
8647887;г. Москва, п. Восточный, ул. Главная, д. 31;523;37.8732;55.82018
7599811;г. Москва, п. Восточный, ул. Западная, д. 5;21;37.86119;55.81608
7636046;г. Москва, ул. Вострухина, д. 3;413;37.79731;55.71856
7596316;г. Москва, ул. Вострухина, д. 4, к. 1;413;37.79834;55.71836
7574599;г. Москва, ул. Вострухина, д. 6, к. 1;260;37.79873;55.71958
7574611;г. Москва, ул. Вострухина, д. 6, к. 2;260;37.79943;55.71934
7574628;г. Москва, ул. Вострухина, д. 6, к. 3;260;37.80014;55.71911
7574652;г. Москва, ул. Вострухина, д. 6, к. 4;260;37.80086;55.71888
7574696;г. Москва, ул. Вострухина, д. 6, к. 5;260;37.80156;55.71864
7561530;г. Москва, ул. Вострухина, д. 7;465;37.79696;55.72087
7822045;г. Москва, проезд. Востряковский, д. 1, к. 1;494;37.64028;55.58681
7822120;г. Москва, проезд. Востряковский, д. 1, к. 2;1303;37.64303;55.58648
7822131;г. Москва, проезд. Востряковский, д. 3, к. 1;736;37.64197;55.58565
7822140;г. Москва, проезд. Востряковский, д. 5, к. 1;374;37.6448;55.58344
7822145;г. Москва, проезд. Востряковский, д. 5, к. 2;364;37.64428;55.58267
7822159;г. Москва, проезд. Востряковский, д. 5, к. 3;520;37.64196;55.58304
7822167;г. Москва, проезд. Востряковский, д. 7, к. 1;559;37.64202;55.58219
7822191;г. Москва, проезд. Востряковский, д. 7, к. 2;1303;37.64497;55.58152
7822202;г. Москва, проезд. Востряковский, д. 9, к. 1;497;37.64284;55.58007
7822214;г. Москва, проезд. Востряковский, д. 11, к. 1;1300;37.64584;55.57965
7822222;г. Москва, проезд. Востряковский, д. 11, к. 2;559;37.6446;55.57862
7822232;г. Москва, проезд. Востряковский, д. 13, к. 1;556;37.64709;55.57827
7822238;г. Москва, проезд. Востряковский, д. 13, к. 2;437;37.64814;55.57753
7822244;г. Москва, проезд. Востряковский, д. 15, к. 1;434;37.64512;55.57665
7822261;г. Москва, проезд. Востряковский, д. 15, к. 2;1157;37.64607;55.57603
7822272;г. Москва, проезд. Востряковский, д. 15, к. 3;372;37.64899;55.57586
7822284;г. Москва, проезд. Востряковский, д. 15, к. 4;559;37.64918;55.57691
7822290;г. Москва, проезд. Востряковский, д. 15, к. 5;273;37.64836;55.57642
7822294;г. Москва, проезд. Востряковский, д. 17, к. 1;497;37.64983;55.57525
7822311;г. Москва, проезд. Востряковский, д. 17, к. 2;283;37.64839;55.57491
7822321;г. Москва, проезд. Востряковский, д. 17, к. 3;289;37.64555;55.57525
7822325;г. Москва, проезд. Востряковский, д. 17, к. 4;868;37.64715;55.57552
7822333;г. Москва, проезд. Востряковский, д. 21, к. 1;491;37.65221;55.57554
7822343;г. Москва, проезд. Востряковский, д. 21, к. 2;559;37.65301;55.57661
7822354;г. Москва, проезд. Востряковский, д. 21, к. 3;559;37.65169;55.57681
7822364;г. Москва, проезд. Востряковский, д. 21, к. 4;273;37.65298;55.57748
7822371;г. Москва, проезд. Востряковский, д. 23, к. 3;1495;37.65535;55.57579
7822377;г. Москва, проезд. Востряковский, д. 25, к. 1;996;37.65856;55.57618
7822385;г. Москва, проезд. Востряковский, д. 25, к. 2;515;37.65634;55.57665
8105436;г. Москва, пер. Вражский 1-й, д. 4;491;37.57448;55.73984
7597989;г. Москва, пер. Вражский 2-й, д. 1, к. 1;31;37.57351;55.73885
7598001;г. Москва, пер. Вражский 2-й, д. 1, к. 2;18;37.57341;55.73826
7952910;г. Москва, проезд. Врачебный, д. 2;156;37.46368;55.81238
7952911;г. Москва, проезд. Врачебный, д. 4;47;37.46279;55.81239
7952912;г. Москва, проезд. Врачебный, д. 6, к. 1;31;37.46188;55.81269
7952914;г. Москва, проезд. Врачебный, д. 6, к. 2;208;37.4626;55.81291
7952915;г. Москва, проезд. Врачебный, д. 7, стр. 1;208;37.45465;55.81391
7952916;г. Москва, проезд. Врачебный, д. 8, к. 2;468;37.46275;55.81393
7952917;г. Москва, проезд. Врачебный, д. 9;208;37.45398;55.81408
7952918;г. Москва, проезд. Врачебный, д. 10;517;37.46148;55.81323
7952919;г. Москва, проезд. Врачебный, д. 10, к. 1;468;37.46061;55.81359
7952921;г. Москва, проезд. Врачебный, д. 10, к. 2;468;37.46082;55.81445
7952922;г. Москва, проезд. Врачебный, д. 11, к. 1;208;37.45333;55.81428
7952924;г. Москва, проезд. Врачебный, д. 11, к. 2;208;37.45262;55.8136
7952925;г. Москва, проезд. Врачебный, д. 11, к. 3;312;37.45246;55.81294
7952926;г. Москва, проезд. Врачебный, д. 13, к. 1;208;37.45242;55.81453
7952927;г. Москва, проезд. Врачебный, д. 13, к. 2;208;37.45186;55.8138
8603412;г. Москва, ул. Врубеля, д. 8;1365;37.49932;55.80565
7552747;г. Москва, ул. Врубеля, д. 10;156;37.49939;55.80515
7552748;г. Москва, ул. Врубеля, д. 13;286;37.49808;55.80393
9063778;г. Москва, ул. Всеволода Вишневского, д. 4;270;37.57444;55.81306
7584484;г. Москва, ул. Всеволода Вишневского, д. 8;231;37.57114;55.81226
7877926;г. Москва, ул. Всеволода Вишневского, д. 9;83;37.57045;55.81156
7584474;г. Москва, ул. Всеволода Вишневского, д. 9, к. 1;156;37.57106;55.81133
7584478;г. Москва, ул. Всеволода Вишневского, д. 9, к. 2;156;37.57037;55.81118
7584485;г. Москва, ул. Всеволода Вишневского, д. 10;218;37.56984;55.8123
7584482;г. Москва, ул. Всеволода Вишневского, д. 11;156;37.56944;55.81132
7562189;г. Москва, пер. Всеволожский, д. 3;70;37.59871;55.74251
8098469;г. Москва, пер. Вспольный, д. 10, стр. 1;185;37.58809;55.76109
8098480;г. Москва, пер. Вспольный, д. 14, стр. 2;60;37.58898;55.76166
8098486;г. Москва, пер. Вспольный, д. 16, стр. 1;187;37.58902;55.76212
8098490;г. Москва, пер. Вспольный, д. 16, стр. 2;187;37.58859;55.76181
8098493;г. Москва, пер. Вспольный, д. 17;34;37.58803;55.76203
7584501;г. Москва, ул. Вучетича, д. 4;190;37.56039;55.80778
7584504;г. Москва, ул. Вучетича, д. 5;216;37.55965;55.80748
7584511;г. Москва, ул. Вучетича, д. 7;182;37.55901;55.80812
7877938;г. Москва, ул. Вучетича, д. 8;218;37.56125;55.80915
7584517;г. Москва, ул. Вучетича, д. 9, к. 1;182;37.55888;55.80864
7584521;г. Москва, ул. Вучетича, д. 9, к. 2;83;37.55804;55.80879
7584525;г. Москва, ул. Вучетича, д. 11, к. 1;177;37.5583;55.80986
7584529;г. Москва, ул. Вучетича, д. 11, к. 2;83;37.55765;55.80945
7584532;г. Москва, ул. Вучетича, д. 13;216;37.55791;55.81038
7877939;г. Москва, ул. Вучетича, д. 15, к. 1;172;37.5576;55.81085
7584547;г. Москва, ул. Вучетича, д. 16;195;37.56078;55.8106
7877942;г. Москва, ул. Вучетича, д. 16, к. 1;216;37.5601;55.81073
7585060;г. Москва, ул. Вучетича, д. 17, к. 1;179;37.55703;55.81209
7585334;г. Москва, ул. Вучетича, д. 18, к. 1;260;37.55868;55.81109
7880984;г. Москва, ул. Вучетича, д. 19;239;37.55669;55.81246
7585347;г. Москва, ул. Вучетича, д. 22;166;37.55811;55.81174
7585352;г. Москва, ул. Вучетича, д. 24;156;37.55804;55.81245
7585356;г. Москва, ул. Вучетича, д. 26;156;37.55909;55.81268
7585367;г. Москва, ул. Вучетича, д. 28, к. 1;125;37.55726;55.81304
7585373;г. Москва, ул. Вучетича, д. 28, к. 2;62;37.55751;55.81344
7585383;г. Москва, ул. Вучетича, д. 28, к. 3;73;37.55847;55.81367
7585386;г. Москва, ул. Вучетича, д. 28, к. 4;156;37.55895;55.81344
7585396;г. Москва, ул. Вучетича, д. 28, к. 5;213;37.55949;55.81383
7713690;г. Москва, ул. Выборгская, д. 4, к. 1;205;37.48875;55.83295
9345352;г. Москва, ул. Выборгская, д. 7, к. 1;629;37.49597;55.83536
9345354;г. Москва, ул. Выборгская, д. 7, к. 2;629;37.49525;55.83591
7839638;г. Москва, ул. Выборгская, д. 8;185;37.4901;55.83311
7839669;г. Москва, ул. Выборгская, д. 10;185;37.49076;55.83325
7960733;г. Москва, пер. Выползов, д. 6;218;37.62806;55.77895
7960743;г. Москва, пер. Выползов, д. 8;104;37.62797;55.77942
7960758;г. Москва, пер. Выползов, д. 10;218;37.62816;55.77975
8083569;г. Москва, ул. Высокая, д. 1;130;37.65095;55.67929
8083577;г. Москва, ул. Высокая, д. 3;88;37.65206;55.67946
8957753;г. Москва, ул. Высокая, д. 4;806;37.65291;55.67868
8083592;г. Москва, ул. Высокая, д. 5, к. 1;156;37.65286;55.67973
9066705;г. Москва, ул. Высокая, д. 5, к. 2;187;37.65378;55.67985
8959067;г. Москва, ул. Высокая, д. 7;699;37.65536;55.68
9074972;г. Москва, ул. Высокая, д. 12;1011;37.65731;55.67985
8083598;г. Москва, ул. Высокая, д. 13;182;37.65819;55.68053
8150084;г. Москва, ул. Высокая, д. 15;182;37.65916;55.68071
8083606;г. Москва, ул. Высокая, д. 16;182;37.6597;55.68003
8083613;г. Москва, ул. Высокая, д. 17;182;37.66015;55.68094
8083622;г. Москва, ул. Высокая, д. 18;182;37.66059;55.68037
8083631;г. Москва, ул. Высокая, д. 20;182;37.66147;55.68073
8959510;г. Москва, ул. Высокая, д. 21;601;37.66271;55.68183
7707837;г. Москва, проезд. Высоковольтный, д. 1, к. 1;374;37.58899;55.87398
7708692;г. Москва, проезд. Высоковольтный, д. 1, к. 2;374;37.58901;55.87435
7708704;г. Москва, проезд. Высоковольтный, д. 1, к. 3;655;37.59125;55.87343
7708713;г. Москва, проезд. Высоковольтный, д. 1, к. 4;437;37.59168;55.87407
7708722;г. Москва, проезд. Высоковольтный, д. 1, к. 5;437;37.59143;55.8745
7708730;г. Москва, проезд. Высоковольтный, д. 1, к. 6;819;37.59069;55.87521
7708791;г. Москва, проезд. Высоковольтный, д. 1, к. 7;374;37.58902;55.87471
7708796;г. Москва, проезд. Высоковольтный, д. 1, к. 8;374;37.58896;55.87506
7558594;г. Москва, проезд. Высотный, д. 4;255;37.7584;55.6801
7946184;г. Москва, ул. Вяземская, д. 1, к. 1;244;37.40345;55.71517
7946188;г. Москва, ул. Вяземская, д. 1, к. 2;244;37.40427;55.71526
7946190;г. Москва, ул. Вяземская, д. 1, к. 3;244;37.40508;55.71536
7946193;г. Москва, ул. Вяземская, д. 3, к. 1;244;37.40368;55.7144
7946195;г. Москва, ул. Вяземская, д. 3, к. 2;244;37.40449;55.7145
7946198;г. Москва, ул. Вяземская, д. 3, к. 3;244;37.40529;55.71459
7946201;г. Москва, ул. Вяземская, д. 5;244;37.40512;55.71397
8490279;г. Москва, ул. Вяземская, д. 6;382;37.40166;55.71409
8490303;г. Москва, ул. Вяземская, д. 8;671;37.40067;55.71379
7946206;г. Москва, ул. Вяземская, д. 9, к. 1;244;37.40506;55.71212
7946212;г. Москва, ул. Вяземская, д. 9, к. 2;244;37.40597;55.71213
8490308;г. Москва, ул. Вяземская, д. 10;554;37.40279;55.71354
7946218;г. Москва, ул. Вяземская, д. 11, к. 1;244;37.40539;55.71128
7952966;г. Москва, ул. Вяземская, д. 12, к. 1;944;37.4033;55.7125
7946222;г. Москва, ул. Вяземская, д. 13;244;37.40576;55.71068
7946225;г. Москва, ул. Вяземская, д. 14;244;37.40143;55.71289
7946228;г. Москва, ул. Вяземская, д. 15;244;37.40606;55.71009
8902307;г. Москва, ул. Вяземская, д. 18, к. 1;679;37.40412;55.71118
7946233;г. Москва, ул. Вяземская, д. 24;244;37.40265;55.71153
7822883;г. Москва, ул. Вятская, д. 1;416;37.58233;55.79293
7822876;г. Москва, ул. Вятская, д. 3;333;37.58168;55.79365
7822884;г. Москва, ул. Вятская, д. 16;250;37.58284;55.79418
7822886;г. Москва, ул. Вятская, д. 51;208;37.58001;55.80579
7553499;г. Москва, ул. Вятская, д. 53;208;37.57952;55.80663
7822889;г. Москва, пер. Вятский 4-й, д. 14;278;37.57413;55.80084
8493080;г. Москва, пер. Вятский 4-й, д. 16, к. 1;244;37.5717;55.80069
8493086;г. Москва, пер. Вятский 4-й, д. 16, к. 2;244;37.57166;55.80128
8493089;г. Москва, пер. Вятский 4-й, д. 18, к. 2;244;37.57033;55.80137
8493094;г. Москва, пер. Вятский 4-й, д. 18, к. 3;244;37.56951;55.80266
8493097;г. Москва, пер. Вятский 4-й, д. 18, к. 4;244;37.56863;55.80233
7553500;г. Москва, пер. Вятский 4-й, д. 20;203;37.57011;55.80076
7553502;г. Москва, пер. Вятский 4-й, д. 21;177;37.5747;55.80041
7822890;г. Москва, пер. Вятский 4-й, д. 22;244;37.56889;55.80132
7553504;г. Москва, пер. Вятский 4-й, д. 22, стр. б;187;37.56856;55.80172
7822893;г. Москва, пер. Вятский 4-й, д. 23;374;37.57428;55.79992
7822894;г. Москва, пер. Вятский 4-й, д. 24, к. 1;101;37.56835;55.80039
7822895;г. Москва, пер. Вятский 4-й, д. 24, к. 2;156;37.5684;55.80084
7822896;г. Москва, пер. Вятский 4-й, д. 24, к. 3;78;37.56784;55.80139
9027109;г. Москва, пер. Вятский 4-й, д. 27;374;37.5733;55.80033
7553515;г. Москва, пер. Вятский 4-й, д. 33/47;166;37.57206;55.80023
7822898;г. Москва, пер. Вятский 4-й, д. 35;309;37.57133;55.80012
7553520;г. Москва, пер. Вятский 4-й, д. 37;177;37.57061;55.80005
7952928;г. Москва, ул. Габричевского, д. 1, к. 1;208;37.45508;55.81214
7952929;г. Москва, ул. Габричевского, д. 1, к. 2;208;37.45408;55.81241
7952930;г. Москва, ул. Габричевского, д. 3, к. 1;208;37.45566;55.8128
7952932;г. Москва, ул. Габричевского, д. 3, к. 2;208;37.45497;55.81297
7952933;г. Москва, ул. Габричевского, д. 4;468;37.45782;55.81431
7952934;г. Москва, ул. Габричевского, д. 6, к. 1;468;37.45893;55.81495
